timer                                                                                     ms      calls
    __HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                                 16       2693
    __INSECURE_RANDOM_BUDA_DYNAMICS                                                       15       2693
    __INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                                   0       2693
    __OPEN_REDIRECT_BUDA_DYNAMICS                                                         16       2693
    CODEXM_BUDA_CHECKER                                                                   15       2693
    UNCHECKED_ORIGIN                                                                       0       2693
    __INSECURE_SALT_BUDA                                                                  16       2693
    __MISSING_AUTHZ_BUDA_STATS                                                            15       2693
    __RISKY_CRYPTO_BUDA                                                                   16       2693
    __SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                                    0       2693
    __SQLI_BUDA_DYNAMICS                                                                  95       2693
    __XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                                   16       2693
    ANGULAR_EXPRESSION_INJECTION                                                           0       2693
    CSS_INJECTION                                                                          0       2693
    DOM_XSS                                                                                0       2693
    LOCALSTORAGE_MANIPULATION                                                              0       2693
    SESSIONSTORAGE_MANIPULATION                                                            0       2693
    TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_DYNAMICS_1                                    250          2
      __REGEX_INJECTION_BUDA                                                              16          2
      __HEADER_INJECTION_JS                                                               31          2
      __COOKIE_INJECTION_BUDA_JS                                                          16          2
      __PATH_MANIPULATION_BUDA_JS                                                          0          2
      __OS_CMD_INJECTION_BUDA.TANDEM                                                       0          2
      __SCRIPT_CODE_INJECTION_BUDA_JS                                                     31          2
      __NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                  0          2
      DOM_XSS                                                                             31          2
      LOCALSTORAGE_MANIPULATION                                                           31          2
      SESSIONSTORAGE_MANIPULATION                                                          0          2
      __URL_MANIPULATION_BUDA_DYNAMICS_JS                                                 32          2
      __TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                            0          2
      CSS_INJECTION                                                                        0          2
      __XSS_BUDA.TANDEM                                                                   31          2
      ANGULAR_EXPRESSION_INJECTION                                                         0          2
      __UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                31          2
      __TEMPLATE_INJECTION_BUDA_JS                                                         0          2
      (left over)                                                                          0
    __COOKIE_INJECTION_BUDA_JS                                                             0       2693
    __HEADER_INJECTION_JS                                                                  0       2693
    __NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                    0       2693
    __OS_CMD_INJECTION_BUDA.TANDEM                                                         0       2693
    __PATH_MANIPULATION_BUDA_JS                                                            0       2693
    __REGEX_INJECTION_BUDA                                                                 0       2693
    __SCRIPT_CODE_INJECTION_BUDA_JS                                                        0       2693
    __TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                              0       2693
    __TEMPLATE_INJECTION_BUDA_JS                                                           0       2693
    __UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                   0       2693
    __URL_MANIPULATION_BUDA_DYNAMICS_JS                                                    0       2693
    __XSS_BUDA.TANDEM                                                                      0       2693
    DATAFLOW_INJECTION                                                                   235        372
      EL_INJECTION                                                                         0          2
      __HEADER_INJECTION_STATICS                                                           0          2
      JAVA_CODE_INJECTION                                                                  0          2
      JCR_INJECTION                                                                        0          2
      JSP_DYNAMIC_INCLUDE                                                                  0          2
      JSP_SQL_INJECTION                                                                    0          2
      LDAP_INJECTION                                                                       0          2
      LOG_INJECTION                                                                        0          2
      __NOSQL_QUERY_INJECTION_STATICS                                                      0          2
      OGNL_INJECTION                                                                       0          2
      __REGEX_INJECTION_STATICS                                                            0          2
      __SCRIPT_CODE_INJECTION_STATICS                                                      0          2
      SESSION_FIXATION                                                                     0          2
      TRUST_BOUNDARY_VIOLATION                                                             0          2
      UNKNOWN_LANGUAGE_INJECTION                                                           0          2
      UNRESTRICTED_DISPATCH                                                                0          2
      __UNSAFE_DESERIALIZATION_STATICS                                                     0          2
      __UNSAFE_JNI_STATICS                                                                 0          2
      UNSAFE_NAMED_QUERY                                                                   0          2
      __XML_INJECTION_STATICS                                                              0          2
      __XPATH_INJECTION_STATICS                                                            0          2
      __UNSAFE_REFLECTION_STATICS                                                          0          2
      __TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS                                         0          2
      __INSECURE_RANDOM_STRING_GRAPH_INTERNAL                                              0          2
      __OS_CMD_INJECTION_STRING_GRAPH_INTERNAL                                             0          2
      __PATH_MANIPULATION_STRING_GRAPH_INTERNAL                                            0          2
      URL_MANIPULATION                                                                     0          2
      SENSITIVE_DATA_LEAK_INTERNAL                                                         0          2
      __SQLI_STRING_GRAPH_INTERNAL                                                         0          2
      UNENCRYPTED_SENSITIVE_DATA_INTERNAL                                                  0          2
      __WEAK_PASSWORD_HASH_STRING_GRAPH_INTERNAL                                           0          2
      __XML_EXTERNAL_ENTITY_STRING_GRAPH_INTERNAL                                          0          2
    LDAP_INJECTION                                                                         0          2
    LOG_INJECTION                                                                          0          2
    UNKNOWN_LANGUAGE_INJECTION                                                             0          2
    UNRESTRICTED_DISPATCH                                                                  0          2
    UNSAFE_NAMED_QUERY                                                                     0          2
    __CSRF_JAVA_CSHARP                                                                     0          2
    __HARDCODED_CREDENTIALS_STRING_GRAPH                                                   0          2
    __HEADER_INJECTION_STATICS                                                             0          2
    __INSECURE_RANDOM_STRING_GRAPH                                                         0          2
    __NOSQL_QUERY_INJECTION_STATICS                                                        0          2
    __OPEN_REDIRECT_STRING_GRAPH                                                           0          2
    __OS_CMD_INJECTION_STRING_GRAPH                                                        0          2
    __PATH_MANIPULATION_STRING_GRAPH                                                       0          2
    __REGEX_INJECTION_STATICS                                                              0          2
    __SCRIPT_CODE_INJECTION_STATICS                                                        0          2
    __SENSITIVE_DATA_LEAK_STRING_GRAPH                                                     0          2
    __SQLI_STRING_GRAPH                                                                    0          2
    __TAINT_ASSERT_STRING_GRAPH                                                            0          2
    __UNENCRYPTED_SENSITIVE_DATA_STRING_GRAPH                                              0          2
    __UNSAFE_DESERIALIZATION_STATICS                                                       0          2
    __WEAK_PASSWORD_HASH_STRING_GRAPH                                                      0          2
    __XML_EXTERNAL_ENTITY_STRING_GRAPH                                                     0          2
    __XML_INJECTION_STATICS                                                                0          2
    __XPATH_INJECTION_STATICS                                                              0          2
    __XSS_STRING_GRAPH                                                                   406          2
    __MISSING_AUTHZ_JAVA_CSHARP                                                            0          2
    __CSRF_JAVA_CSHARP_pass1                                                              15         37
    __MISSING_AUTHZ_BUDA                                                                  16       2693
    (left over)                                                                       185754
  finishCalcXrefs                                                                          0          1
  finish_jshint                                                                            0          1
  finish_detekt                                                                            0          1
  finish_pmd                                                                               0          1
  (left over)                                                                          11453

activity                                                                                  ms      calls
-------------------------------------------------------------------------------------------------------
allAnalysis                                                                           252125          1
CUDA.SPECIFIERS_INCONSISTENCY                                                              0          1
OVERLAPPING_COPY                                                                           0          1
LOCK_FINDER_BOTTOMUP                                                                       0          3
RELAX_GETLOCK                                                                              0          3
RELAX_LOCKS                                                                                0          3
RELAX_UPDATE_STATE                                                                         0          1
RELAX_SERVLET_ATTRIBUTE                                                                    0          1
RELAX_LOCK_STATE                                                                           0          1
DUMMY_DERIVER_CONCURRENCY                                                                  0          1
IFACE_TRACKER                                                                              0         13
LOCK_FINDER_TOPDOWN                                                                        0          3
LOCK_ORDER                                                                                 0          1
THREAD_CONTEXT                                                                             0          1
ALLOC_FREE_MISMATCH                                                                        0          1
ASPNET_MVC_VERSION_HEADER                                                                  0          3
ATTRIBUTE_NAME_CONFLICT                                                                    0          1
MISSING_PERMISSION_FOR_BROADCAST                                                           0          1
ARRAY_VS_SINGLETON                                                                         0          1
ASSERT_SIDE_EFFECT                                                                         0          1
SERVLET_ATOMICITY                                                                          0          1
BAD_ALLOC_ARITHMETIC                                                                       0          1
BAD_ALLOC_STRLEN                                                                           0          1
BAD_CHECK_OF_WAIT_COND                                                                     0          1
BAD_COMPARE                                                                                0          1
BAD_EQ                                                                                     0         77
BAD_EQ_TYPES                                                                               0          3
BAD_FREE                                                                                   0          1
IMPLICIT_INTENT                                                                            0          1
__BAD_CERT_VERIFICATION_ABSTRACT_INTERPRETATION                                            0          1
EXPOSED_PREFERENCES                                                                        0          1
BAD_LOCK_OBJECT                                                                            0         77
BAD_SHIFT                                                                                  0          3
BAD_SIZEOF                                                                                 0          1
CALL_SUPER                                                                                 0         77
CHAR_IO                                                                                    0          1
CHECKED_RETURN                                                                             0          1
COM.BAD_FREE                                                                               0          1
COM.BSTR.CONV                                                                              0          1
CONSTANT_EXPRESSION_RESULT                                                                 0          3
COPY_PASTE_ERROR                                                                           0          3
CUDA.DIVERGENCE_AT_COLLECTIVE_OPERATION                                                    0          1
STRING_GRAPH_CRYPTO                                                                        0          3
__RISKY_CRYPTO_ABSTRACT_INTERPRETATION                                                     0          3
CTOR_DTOR_LEAK                                                                             0          1
CUDA.INACTIVE_THREAD_AT_COLLECTIVE_WARP                                                    0          1
CUDA.INVALID_MEMORY_ACCESS                                                                 0          1
CUDA.SHARE_FUNCTION                                                                        0          1
CUDA.SHARE_OBJECT_STREAM_ASSOCIATED                                                        0          1
DEADCODE                                                                                   0          3
DELETE_ARRAY                                                                               0          1
DELETE_VOID                                                                                0          1
USE_AFTER_FREE                                                                             0          1
DIVIDE_BY_ZERO                                                                             0          3
EVALUATION_ORDER                                                                           0          1
FORWARD_NULL                                                                               0          3
GUARDED_BY_VIOLATION                                                                       0          3
HIBERNATE_BAD_HASHCODE                                                                     0          1
ORM_UNNECESSARY_GET                                                                        0          1
IDENTIFIER_TYPO                                                                           78       3531
IDENTICAL_BRANCHES                                                                         0          3
INCOMPATIBLE_CAST                                                                          0          1
INFINITE_LOOP                                                                              0          3
__INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION                                           0          3
INVALIDATE_ITERATOR                                                                        0          3
LOCK_EVASION                                                                               0         77
LOCK_INVERSION                                                                             0          1
MISMATCHED_ITERATOR                                                                        0          1
MISSING_BREAK                                                                              0          3
MISSING_COMMA                                                                              0          1
MISSING_RESTORE                                                                            0          3
MISSING_RETURN                                                                             0          1
MISSING_THROW                                                                              0          3
NEGATIVE_RETURNS                                                                           0          1
NESTING_INDENT_MISMATCH                                                                    0          3
NO_EFFECT                                                                                  0          3
NON_STATIC_GUARDING_STATIC                                                                 0         77
NULL_RETURNS                                                                               0       3605
ORM_LOAD_NULL_CHECK                                                                        0          1
OVERFLOW_BEFORE_WIDEN                                                                      0         77
OVERLAPPING_COPY_INTERNAL                                                                  0          1
OVERRUN                                                                                    0          1
OVERRUN_SYMBOLIC                                                                           0          1
PASS_BY_VALUE                                                                              0          1
PREDICTABLE_RANDOM_SEED                                                                    0          1
PRINTF_ARGS                                                                                0          1
PRECEDENCE_ERROR                                                                           0          1
PROPERTY_MIXUP                                                                             0         11
READLINK                                                                                   0          1
REGEX_CONFUSION                                                                            0          1
RESOURCE_LEAK                                                                              0          3
RETURN_LOCAL                                                                               0          1
REVERSE_NEGATIVE                                                                           0          1
REVERSE_INULL                                                                              0          3
SIGN_EXTENSION                                                                             0          1
SINGLETON_RACE                                                                             0          1
SIZEOF_MISMATCH                                                                            0          1
STRAY_SEMICOLON                                                                            0          3
STREAM_FORMAT_STATE                                                                        0          1
SWAPPED_ARGUMENTS                                                                          0          3
USE_AFTER_MOVE                                                                             0          1
UNCAUGHT_EXCEPT_INTERNAL                                                                   0          1
UNEXPECTED_CONTROL_FLOW                                                                    0          3
UNINIT                                                                                     0          1
UNINIT_CTOR                                                                                0          1
UNINTENDED_GLOBAL                                                                          0          3
UNINTENDED_INTEGER_DIVISION                                                                0          3
UNLOGGED_SECURITY_EXCEPTION                                                                0          3
UNREACHABLE                                                                                0          3
UNRESTRICTED_ACCESS_TO_FILE_PRE                                                            0          1
UNUSED_VALUE                                                                               0          3
USELESS_CALL                                                                               0          3
VARARGS                                                                                    0          1
VIRTUAL_DTOR                                                                               0          1
VOLATILE_ATOMICITY                                                                         0         77
WRAPPER_ESCAPE                                                                             0          1
WRONG_METHOD                                                                               0          1
__XML_EXTERNAL_ENTITY_GO                                                                   0          1
EXTRACT_XREF_SUMMARY                                                                     140       2694
FUNCTION_METRICS                                                                         220       2731
DC.DEADLOCK                                                                                0          1
DC.DANGEROUS                                                                               0          1
CODEXM                                                                                     0          3
CODEXM_FUNCTIONS_STAT_PASS                                                                 0       3611
CODEXM_CLASSES_STAT_PASS                                                                   0          1
CODEXM_DECLS_STAT_PASS                                                                     0          1
CODEXM_TEXT_STAT_PASS                                                                  13999         83
CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                                  77       3611
CODEXM_FUNCTIONS_CHECKER_PASS_AFTER_TUS                                                    0          1
CODEXM_BUDA_CHECKER                                                                      358      10767
CONFIG.ANDROID_BACKUPS_ALLOWED                                                             0         81
CONFIG.ANDROID_GRADLE_OBFUSCATION_NOT_ENABLED                                              0         81
CONFIG.ANDROID_OUTDATED_TARGETSDKVERSION                                                   0         81
CONFIG.ANDROID_UNSAFE_MINSDKVERSION                                                        0         81
ANGULAR_BYPASS_SECURITY                                                                    0          3
ANGULAR_ELEMENT_REFERENCE                                                                  0          3
ANGULAR_SCE_DISABLED                                                                       0          3
__ANONYMOUS_DB_CONNECTION_CODEXM_GO                                                        0          1
__ANONYMOUS_DB_CONNECTION_CODEXM_PYTHON                                                    0          1
AWS_SSL_DISABLED                                                                           0          3
AWS_VALIDATION_DISABLED                                                                    0          3
__BAD_CERT_VERIFICATION_CODEXM_GO                                                          0          1
__BAD_CERT_VERIFICATION_CODEXM_JAVA                                                        0          1
__BAD_CERT_VERIFICATION_CODEXM_JS                                                          0          3
__BAD_CERT_VERIFICATION_CODEXM_PYTHON                                                      0          1
CONFIG.BEEGO_CSRF_PROTECTION_DISABLED                                                      0         81
BUSBOY_MISCONFIGURATION                                                                    0          3
__CONFIG.UNSAFE_SESSION_TIMEOUT_CODEXM_JS                                                  0         12
__CONFIG.COOKIE_SIGNING_DISABLED_CODEXM_GO                                                 0          1
__CONFIG.COOKIE_SIGNING_DISABLED_CODEXM_JS                                                 0          3
CONFIG.CORDOVA_EXCESSIVE_LOGGING                                                           0         83
CONFIG.CORDOVA_PERMISSIVE_ALLOWLIST                                                        0         83
__CORS_MISCONFIGURATION_AUDIT_CS                                                           0          6
__CORS_MISCONFIGURATION_AUDIT_CODEXM_GO                                                    0          1
__CORS_MISCONFIGURATION_AUDIT_JAVA                                                         0          2
__CORS_MISCONFIGURATION_CODEXM_JAVA                                                        0          2
__CORS_MISCONFIGURATION_AUDIT_CODEXM_JS                                                    0          3
__CORS_MISCONFIGURATION_CODEXM_JS                                                          0          6
__CORS_MISCONFIGURATION_CODEXM_CS                                                          0          6
__CORS_MISCONFIGURATION_CODEXM_GO                                                          0          1
CSRF_MISCONFIGURATION_HAPI_CRUMB                                                           0          3
CONFIG.CSURF_IGNORE_METHODS                                                                0          3
DISABLED_ENCRYPTION                                                                        0          1
CONFIG.DJANGO_CSRF_PROTECTION_DISABLED                                                     0          1
__CONFIG.ENABLED_DEBUG_MODE_CODEXM_JS                                                      0          3
__CONFIG.ENABLED_DEBUG_MODE_CODEXM_PYTHON                                                  0          1
__EXPOSED_DIRECTORY_LISTING_CODEXM_GO                                                      0          1
__EXPOSED_DIRECTORY_LISTING_CODEXM_JS                                                      0          3
EXPRESS_SESSION_UNSAFE_MEMORYSTORE                                                         0          3
UNLESS_CASE_SENSITIVE_ROUTE_MATCHING                                                       0          3
EXPRESS_WINSTON_SENSITIVE_LOGGING                                                          0          3
FILE_UPLOAD_MISCONFIGURATION                                                               0          3
HAPI_SESSION_MONGO_MISSING_TLS                                                             0          3
__CONFIG.HARDCODED_CREDENTIALS_AUDIT_CODEXM_DOTNET                                         0          3
__CONFIG.HARDCODED_CREDENTIALS_AUDIT_CODEXM_JAVA                                           0          1
__CONFIG.HARDCODED_CREDENTIALS_AUDIT_CODEXM_JS                                             0          3
__HARDCODED_CREDENTIALS_URL                                                                0          3
__HARDCODED_CREDENTIALS_CODEXM_PYTHON                                                      0          1
CONFIG.HARDCODED_TOKEN                                                                     0         83
DNS_PREFETCHING                                                                            0          3
HPKP_MISCONFIGURATION                                                                      0          3
HOST_HEADER_VALIDATION_DISABLED                                                            0         81
INSECURE_ACL                                                                               0          3
__INSECURE_COMMUNICATION_CODEXM_CS                                                         0          3
__INSECURE_COMMUNICATION_CODEXM_GO                                                         0          1
__INSECURE_COMMUNICATION_CODEXM_JAVA                                                       0          1
__INSECURE_COMMUNICATION_CODEXM_PYTHON                                                     0          1
__INSECURE_COOKIE_CODEXM_CS                                                                0          6
__INSECURE_COOKIE_CODEXM_GO                                                                0          1
__INSECURE_COOKIE_CODEXM_JAVA                                                              0          1
__INSECURE_COOKIE_CODEXM_JS                                                                0          3
__INSECURE_COOKIE_CODEXM_PYTHON                                                            0          1
INSECURE_CSP                                                                               0          1
INSECURE_FILE_PERMISSIONS                                                                  0          1
INSECURE_HTTP_FIREWALL                                                                  2517         81
__INSECURE_NETWORK_BIND_CODEXM_GO                                                          0          1
__INSECURE_NETWORK_BIND_CODEXM_PYTHON                                                      0          1
__INSECURE_REFERRER_POLICY_CODEXM_JS                                                       0          3
__INSECURE_REFERRER_POLICY_CODEXM_PYTHON                                                   0          1
INSECURE_REMEMBER_ME_COOKIE                                                                0          1
INSUFFICIENT_PRESIGNED_URL_TIMEOUT                                                         0          6
JINJA2_AUTOESCAPE_DISABLED                                                                 0          1
__JSONWEBTOKEN_UNTRUSTED_DECODE_CODEXM_GO                                                  0          1
LOCALSTORAGE_WRITE                                                                         0          3
MISSING_HEADER_VALIDATION                                                                  0          1
MISSING_PASSWORD_VALIDATOR                                                                 0          1
MULTER_MISCONFIGURATION                                                                    0          3
CONFIG.MYSQL_SSL_VERIFY_DISABLED                                                           0          3
__OAUTH2_MISCONFIGURATION_CODEXM_GO                                                        0          1
REACT_DANGEROUS_INNERHTML                                                                  0          3
__REVERSE_TABNABBING_CODEXM_JS                                                             0          3
__RISKY_CRYPTO_JS_CODEXM                                                                   0          3
__SECURE_TEMP_CODEXM_PYTHON                                                                0          1
__SOCKET_ACCEPT_ALL_ORIGINS_CODEXM_GO                                                      0          1
__SOCKET_ACCEPT_ALL_ORIGINS_CODEXM_JS                                                      0          3
__INSECURE_COMMUNICATION_SOCKETIO                                                          0          3
CONFIG.SOCKETIO_MAXHTTPBUFFERSIZE_SET_TOO_LARGE                                            0          3
CONFIG.SPRING_BOOT_ADMIN_ACCESS_ENABLED                                                  312         81
CONFIG.SPRING_BOOT_SENSITIVE_LOGGING                                                       0         81
CONFIG.SPRING_BOOT_SSL_DISABLED                                                            0         81
__CONFIG.SPRING_SECURITY_DEBUG_MODE_CODEXM_JAVA                                            0          1
CONFIG.SPRING_SECURITY_CSRF_PROTECTION_DISABLED                                          173         81
CONFIG.SPRING_SECURITY_DEPRECATED_XSS_HEADER                                             249         81
CONFIG.SPRING_SECURITY_EXPOSED_SESSIONID                                                 391         81
CONFIG.SPRING_SECURITY_LOGIN_OVER_HTTP                                                     0          1
__CONFIG.SPRING_SECURITY_SESSION_FIXATION_CODEXM_JAVA                                      0          1
CONFIG.SPRING_SECURITY_UNSAFE_AUTHENTICATION_FILTER                                        0          1
CONFIG.SPRING_SECURITY_WEAK_PASSWORD_HASH                                               1216         81
STATIC_API_KEY                                                                             0          1
SUPPRESSED_ERROR                                                                           0          1
TEMPORARY_CREDENTIALS_DURATION                                                             0          3
UNLIMITED_CONCURRENT_SESSIONS                                                              0          1
__UNSAFE_BASIC_AUTH_CODEXM_GO                                                              0          1
UNSAFE_BUFFER_METHOD                                                                       0          3
__UNSAFE_FUNCTIONALITY_GO                                                                  0          1
__CONFIG.UNSAFE_SESSION_TIMEOUT_CODEXM_GO                                                  0          1
__UNSAFE_XML_PARSE_CONFIG_CODEXM_CS                                                        0          3
__UNSAFE_XML_PARSE_CONFIG_CODEXM_PYTHON                                                    0          1
VERBOSE_ERROR_REPORTING                                                                    0         81
CONFIG.VUE_ROUTER_PARAMS_EXPOSED_TO_PROPS                                                  0          3
VUE_TEMPLATE_UNSAFE_VHTML_DIRECTIVE                                                       79         83
__WEAK_PASSWORD_HASH_CODEXM_PYTHON                                                         0          1
CONFIG.WEAK_SECURITY_CONSTRAINT                                                          905         81
__WEAK_URL_SANITIZATION_CODEXM_JAVA                                                        0          1
__WEAK_URL_SANITIZATION_CODEXM_JS                                                          0          3
__WEAK_URL_SANITIZATION_CODEXM_PYTHON                                                      0          1
WEAK_XML_SCHEMA                                                                            0         81
__CONFIG.MISSING_GLOBAL_EXCEPTION_HANDLER_CODEXM_JS                                        0          3
EXPRESS_X_POWERED_BY_ENABLED                                                               0          3
CUDA.COLLECTIVE_WARP_SHUFFLE_WIDTH                                                         0          1
CUDA.CUDEVICE_HANDLES                                                                      0          1
CUDA.DEVICE_DEPENDENT                                                                      0          1
CUDA.DEVICE_DEPENDENT_CALLBACKS                                                            0          1
CUDA.ERROR_INTERFACE                                                                       0          1
CUDA.ERROR_KERNEL_LAUNCH                                                                   0          1
CUDA.FORK                                                                                  0          1
CUDA.INITIATION_OBJECT_DEVICE_THREAD_BLOCK                                                 0          1
CUDA.SYNCHRONIZE_TERMINATION                                                               0          1
RELAX_ACCESS_DBUFFER                                                                       0          1
RELAX_AFM_ALLOC                                                                            0          1
RELAX_AFM_FREE                                                                             0          1
RELAX_ALLOC                                                                                0       1113
RELAX_CLOSE_RESOURCE                                                                       0          3
RELAX_CUDA_COLLECTIVE_OPERATION_SINK                                                       0          1
RELAX_CUDA_THREAD_IDX_SOURCE                                                               0          1
RELAX_BUFFER_SIZE                                                                          0          1
RELAX_CHECKED_RETURN                                                                       0          3
RELAX_CUDA_INACTIVE_THREAD_AT_COLLECTIVE_WARP_SINK                                         0          1
RELAX_CUDA_INVALID_MEMORY_ACCESS_SOURCE                                                    0          1
RELAX_CUDA_INVALID_MEMORY_ACCESS_SINK                                                      0          1
RELAX_CUDA_SHARE_FUNCTION                                                                  0          1
RELAX_CUDA_SHARE_OBJECT_STREAM_ASSOCIATED_SINK                                             0          1
RELAX_DEREF_ARGS                                                                           0          3
RELAX_DIVISOR                                                                              0          3
RELAX_FREED_ARGS                                                                           0          1
RELAX_OBJECT_FREED                                                                         0          1
RELAX_OBJECT_USED                                                                          0          1
RELAX_INDEX_GENERIC                                                                        0          1
RELAX_MAYWRITE_NONPTR_FIELDS                                                               0          1
RELAX_ZERO_RETURN                                                                          0          3
RELAX_NEGATIVE_RETURN                                                                      0          1
RELAX_NEGATIVE_SINK                                                                        0          1
RELAX_NULL_RETURN                                                                         32       6125
RELAX_NEW_ARRAY                                                                            0          1
RELAX_DELETE_ARRAY                                                                         0          1
RELAX_ITERATOR_RETURNS                                                                     0          1
RELAX_ITERATOR_SINKS                                                                       0          1
HBM_EQUALSORHASHCODE                                                                       0          1
HBM_MAYSETID                                                                               0          1
RELAX_ORM_LOAD                                                                             0          1
RELAX_STREAM_STATE                                                                         0          1
RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                                      0          3
RELAX_NOTHING                                                                              0          3
DERIVE_PTR_ARITH                                                                           0          1
DUMMY_DERIVER_PTR_ARITH                                                                    0          1
RELAX_ASPNET_MVC_VERSION_HEADER                                                            0          3
RELAX_DATAFLOW_PRIMITIVES                                                                  0          3
RELAX_TAINT                                                                                0          1
RELAX_CRYPTO_PRIMITIVES                                                                    0          3
DERIVE_DYNAMIC_MAP_RW_MODELS                                                               0          3
RELAX_AUTHZ                                                                                0          3
RELAX_CSRF                                                                                 0          3
RELAX_BAD_CERT_VERIFICATION                                                                0          1
RELAX_ANDROID_MISSING_PERMISSION                                                           0          1
RELAX_ANDROID_IMPLICIT_INTENT                                                              0          1
RELAX_PREDICTABLE_RANDOM_SEED                                                              0          1
RELAX_INSECURE_COMMUNICATION                                                               0          3
DUMMY_DERIVER_SECURITY                                                                     0          3
RELAX_PARAM_NAMES                                                                          0          3
RELAX_BENIGN_CLOSURE                                                                       0          3
RELAX_SIDE_EFFECT_FREE                                                                     0          3
RELAX_ANDROID_PERMISSIONS                                                                  0          1
DUMMY_DERIVER_STACK_USE                                                                    0          1
RELAX_UNINIT                                                                               0          1
RELAX_UNINIT_ALLOC                                                                         0          1
DUMMY_DERIVER_UNINIT                                                                       0          1
RELAX_UNCAUGHT_EXCEPT                                                                      0          1
DUMMY_DERIVER_EXCEPTIONS                                                                   0          1
CHECKED_RETURN_STAT                                                                        0          3
CALL_SUPER_STAT                                                                            0          3
ADDR_ARG_STAT                                                                              0          1
BAD_EQ_STAT                                                                                0          3
BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                                           0          3
IDENTIFIER_TYPO_STAT                                                                       0          3
NON_STATIC_GUARDING_STATIC_STAT                                                            0          3
VOLATILE_ATOMICITY_STAT                                                                    0          3
DTOR_EMPTINESS_STAT                                                                        0          1
MOVE_ASSIGN_STAT                                                                           0          1
UNIQUE_SYMBOL_CHECKER                                                                      0          1
UNIQUE_SYMBOL_PREV_PASS_FUNCTION_ODR_HASH_GATHERER                                         0          1
BUILD_SINK_TYPE_GRAPH                                                                      0        373
DERIVE_EL_BEAN_RW                                                                          0       1483
DERIVE_DYNAMIC_MAP_RW_ACCESSES                                                             0         13
RELAX_CSRF_FILTERS                                                                         0          4
FRAMEWORK_ANALYSIS_SPRING                                                                  0          1
WEBFORMS_DOM                                                                               0          3
RAZOR_SECTIONS                                                                             0         27
BUILD_STRING_GRAPH                                                                      1031        231
AUTHZ_STAT                                                                                 0          3
CSRF_STAT                                                                                  0         60
MISSING_PERMISSION_ON_EXPORTED_COMPONENT                                                   0          1
EL_INJECTION                                                                               0          3
DATAFLOW_INJECTION                                                                       235        373
__HEADER_INJECTION_STATICS                                                                 0          5
JAVA_CODE_INJECTION                                                                        0          3
JCR_INJECTION                                                                              0          3
JSP_DYNAMIC_INCLUDE                                                                        0          3
JSP_SQL_INJECTION                                                                          0          3
LDAP_INJECTION                                                                             0          5
LOG_INJECTION                                                                              0          5
__NOSQL_QUERY_INJECTION_STATICS                                                            0          5
OGNL_INJECTION                                                                             0          3
__REGEX_INJECTION_STATICS                                                                  0          5
__SCRIPT_CODE_INJECTION_STATICS                                                            0          5
SESSION_FIXATION                                                                           0          3
TRUST_BOUNDARY_VIOLATION                                                                   0          3
UNKNOWN_LANGUAGE_INJECTION                                                                 0          5
UNRESTRICTED_DISPATCH                                                                      0          5
__UNSAFE_DESERIALIZATION_STATICS                                                           0          5
__UNSAFE_JNI_STATICS                                                                       0          3
UNSAFE_NAMED_QUERY                                                                         0          5
__XML_INJECTION_STATICS                                                                    0          5
__XPATH_INJECTION_STATICS                                                                  0          5
__UNSAFE_REFLECTION_STATICS                                                                0          3
__TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS                                               0          3
__INSECURE_RANDOM_STRING_GRAPH_INTERNAL                                                    0          2
__INSECURE_RANDOM_STRING_GRAPH                                                             0          3
__OS_CMD_INJECTION_STRING_GRAPH_INTERNAL                                                   0          2
__OS_CMD_INJECTION_STRING_GRAPH                                                            0          3
__PATH_MANIPULATION_STRING_GRAPH                                                           0          3
__PATH_MANIPULATION_STRING_GRAPH_INTERNAL                                                  0          2
__URL_MANIPULATION_STRING_GRAPH                                                            0          1
URL_MANIPULATION                                                                           0          5
__SENSITIVE_DATA_LEAK_STRING_GRAPH                                                         0          3
SENSITIVE_DATA_LEAK_INTERNAL                                                               0          2
__SQLI_STRING_GRAPH_INTERNAL                                                               0          2
__SQLI_STRING_GRAPH                                                                        0          3
__TAINT_ASSERT_STRING_GRAPH                                                                0          3
__UNENCRYPTED_SENSITIVE_DATA_STRING_GRAPH                                                  0          3
UNENCRYPTED_SENSITIVE_DATA_INTERNAL                                                        0          2
WEAK_GUARD_DATAFLOW_INJECTION                                                              0          1
